Saccharomyces,XP_018219593.1,84.332,217,34,0,1,217,1,217,2.09e-127,368,92.63
Saccharomyces,EHN00670.1,83.871,217,35,0,1,217,1,217,1.59e-126,366,91.24
Saccharomyces,5MRC_KK,100.000,148,0,0,70,217,1,148,1.41e-102,303,100.00
Saccharomyces,EGA60842.1,94.928,138,7,0,1,138,1,138,3.77e-93,279,97.83
Saccharomyces,AQZ09317.1,58.416,202,69,4,21,217,16,207,8.97e-73,229,72.77
Saccharomyces,CDH09550.1,57.921,202,70,4,21,217,16,207,1.42e-72,229,71.78
Saccharomyces,CDF87700.1,57.921,202,70,4,21,217,16,207,2.67e-72,228,71.78
Saccharomyces,AQZ11410.1,57.921,202,70,4,21,217,50,241,2.99e-72,229,71.78
Saccharomyces,XP_003678604.1,53.365,208,85,3,11,217,4,200,2.40e-71,226,73.56
Saccharomyces,GAV52831.1,55.882,204,76,3,20,217,16,211,1.03e-70,224,72.06
Saccharomyces,GCE99924.1,55.122,205,77,4,20,217,15,211,5.33e-70,223,72.20
Saccharomyces,XP_002495774.1,56.311,206,73,5,20,217,15,211,5.69e-70,223,72.82
Saccharomyces,GAV47817.1,55.825,206,74,5,20,217,15,211,1.04e-69,222,72.82
Saccharomyces,KAG0672223.1,57.921,202,69,6,20,217,12,201,4.85e-69,220,72.28
Saccharomyces,XP_037140000.1,52.778,216,87,5,7,217,10,215,8.52e-68,217,71.30
Saccharomyces,XP_041405433.1,56.716,201,72,5,20,217,12,200,9.98e-68,216,72.64
Saccharomyces,SMN19505.1,55.779,199,77,4,20,217,12,200,2.05e-67,216,71.86
Saccharomyces,QLQ80884.1,53.960,202,83,3,21,217,22,218,1.71e-66,214,73.27
Saccharomyces,SCU96188.1,55.500,200,75,3,28,217,20,215,3.68e-66,213,69.00
Saccharomyces,XP_449515.1,54.455,202,80,4,20,217,14,207,6.44e-66,212,71.78
Saccharomyces,XP_022628632.1,53.110,209,91,3,15,217,8,215,9.50e-66,212,68.42
Saccharomyces,SCU98682.1,49.550,222,99,3,2,217,1,215,1.02e-65,212,66.67
Saccharomyces,XP_037145427.1,58.333,180,73,2,40,217,61,240,6.31e-65,211,75.56
Saccharomyces,SCV00764.1,52.607,211,90,4,11,217,4,208,7.02e-65,209,67.77
Saccharomyces,SCW03780.1,51.707,205,88,4,20,217,7,207,3.61e-64,208,71.22
Saccharomyces,XP_003955412.1,52.709,203,77,4,21,217,20,209,5.40e-64,207,69.95
Saccharomyces,AGO11615.1,62.252,151,56,1,68,217,47,197,8.41e-64,206,80.79
Saccharomyces,XP_022466851.1,52.804,214,73,5,15,217,14,210,1.22e-63,206,64.49
Saccharomyces,XP_001642658.1,56.684,187,78,3,34,217,33,219,1.27e-63,207,72.73
Saccharomyces,XP_002555008.1,56.684,187,77,2,32,217,24,207,2.63e-63,206,71.12
Saccharomyces,NP_983929.1,62.252,151,56,1,68,217,49,199,3.43e-63,205,80.13
Saccharomyces,SCU93902.1,54.922,193,75,4,32,217,24,211,7.62e-63,204,71.50
Saccharomyces,XP_022676239.1,52.910,189,76,2,42,217,17,205,2.04e-62,203,73.02
Saccharomyces,SCU98091.1,53.646,192,79,3,32,217,24,211,3.17e-61,200,69.79
Saccharomyces,KAG0677399.1,64.189,148,52,1,71,217,58,205,4.88e-61,200,82.43
Saccharomyces,CUS25014.1,55.851,188,79,2,31,217,23,207,5.32e-61,200,69.68
Saccharomyces,XP_019037499.1,55.056,178,74,2,41,217,45,217,6.54e-61,200,75.28
Saccharomyces,QEU62793.1,52.261,199,81,3,32,217,8,205,1.30e-60,199,70.35
Saccharomyces,XP_002494263.1,52.000,200,91,4,20,217,17,213,1.52e-60,199,69.00
Saccharomyces,XP_003673944.1,51.724,203,79,2,34,217,27,229,1.75e-60,199,67.49
Saccharomyces,ANZ77963.1,62.252,151,55,2,69,217,64,214,2.02e-60,198,78.15
Saccharomyces,XP_454285.1,55.814,172,72,2,50,217,34,205,1.74e-59,196,76.74
Saccharomyces,CDO94525.1,50.754,199,84,4,32,217,8,205,6.44e-59,194,71.36
Saccharomyces,XP_003644617.1,61.074,149,57,1,70,217,62,210,3.01e-58,193,79.19
Saccharomyces,XP_020072414.1,54.595,185,75,2,34,217,39,215,5.21e-58,192,73.51
Saccharomyces,XP_011273708.1,54.301,186,76,4,34,217,46,224,7.52e-58,192,70.43
Saccharomyces,KAH3898701.1,55.030,169,75,1,50,217,37,205,3.33e-57,190,72.19
Saccharomyces,XP_017985607.1,58.710,155,63,1,64,217,55,209,2.51e-56,188,80.00
Saccharomyces,XP_003688729.1,57.862,159,64,2,38,193,46,204,2.84e-56,187,75.47
Saccharomyces,XP_004178086.1,48.214,224,99,5,5,217,21,238,4.77e-56,188,66.07
Saccharomyces,ONH69082.1,49.215,191,91,2,33,217,35,225,1.44e-55,186,69.11
Saccharomyces,CDR41009.1,58.108,148,61,1,71,217,87,234,8.57e-55,185,78.38
Saccharomyces,KAH3678317.1,59.603,151,59,2,69,217,91,241,1.25e-54,185,76.16
Saccharomyces,XP_020044648.1,61.644,146,55,1,73,217,95,240,5.24e-54,183,78.77
Saccharomyces,ODV98213.1,52.353,170,73,2,32,200,43,205,7.77e-53,179,71.18
Saccharomyces,KAH3682470.1,55.346,159,69,2,60,217,72,229,8.99e-52,177,72.33
Saccharomyces,QBM90657.1,49.432,176,86,2,45,217,27,202,5.51e-50,171,69.32
Saccharomyces,KAF8000913.1,50.588,170,81,2,51,217,33,202,1.96e-49,170,69.41
Saccharomyces,XP_015466699.1,49.451,182,77,4,41,217,31,202,2.84e-49,170,68.13
Saccharomyces,XP_002548596.1,46.842,190,92,4,32,217,34,218,1.57e-48,168,67.37
Saccharomyces,XP_018710001.1,53.797,158,70,2,63,217,17,174,5.59e-48,166,70.89
Saccharomyces,GEQ67485.1,48.864,176,87,2,45,217,27,202,1.80e-47,165,67.05
Saccharomyces,VUG19264.1,55.034,149,64,2,72,217,64,212,2.66e-47,165,75.84
Saccharomyces,KAF6010343.1,55.034,149,64,2,72,217,63,211,3.00e-47,165,75.84
Saccharomyces,XP_001484896.1,47.120,191,88,4,31,217,47,228,3.43e-47,165,65.45
Saccharomyces,EDK38527.2,47.120,191,88,4,31,217,47,228,3.66e-47,165,65.45
Saccharomyces,CCE83791.1,46.890,209,94,6,12,217,45,239,4.48e-47,165,62.68
Saccharomyces,XP_006686891.1,54.362,149,65,2,72,217,64,212,5.87e-47,164,73.83
Saccharomyces,KAG7705793.1,43.961,207,102,5,19,217,2,202,1.73e-46,162,60.39
Saccharomyces,KAG7705793.1,43.961,207,102,5,19,217,2,202,1.73e-46,162,60.39
Saccharomyces,KAG7878936.1,44.444,207,101,6,19,217,2,202,1.84e-46,162,62.32
Saccharomyces,XP_043053994.1,48.000,175,83,3,51,217,25,199,3.13e-46,162,65.14
Saccharomyces,KAG7764603.1,48.000,175,83,3,51,217,28,202,3.81e-46,162,65.14
Saccharomyces,KAG7695454.1,48.000,175,83,3,51,217,25,199,4.15e-46,161,65.14
Saccharomyces,KAG7887801.1,44.444,207,101,6,19,217,2,202,4.95e-46,161,61.84
Saccharomyces,XP_020076272.1,48.795,166,82,2,55,217,3,168,1.10e-45,159,69.28
Saccharomyces,SGZ48735.1,51.634,153,71,2,68,217,50,202,1.14e-45,160,71.90
Saccharomyces,XP_001385096.1,51.634,153,71,2,68,217,2,154,1.14e-45,159,72.55
Saccharomyces,SGZ52169.1,51.634,153,71,2,68,217,50,202,1.42e-45,160,71.90
Saccharomyces,KAG2731298.1,51.634,153,71,2,68,217,62,214,1.65e-45,160,72.55
Schizosaccharomyces,NP_594803.1,100.000,223,0,0,1,223,1,223,7.59e-163,458,100.00
Schizosaccharomyces,XP_013022457.1,64.246,179,61,2,47,223,1,178,6.91e-79,244,81.56
Schizosaccharomyces,XP_013018481.1,63.128,179,63,2,47,223,1,178,1.03e-77,241,81.56
Schizosaccharomyces,XP_002173969.1,57.500,120,51,0,104,223,60,179,4.70e-40,145,70.00
Schizosaccharomyces,PHH92192.1,44.615,130,72,0,94,223,64,193,6.14e-30,120,59.23
Schizosaccharomyces,OMP88428.1,46.341,123,64,1,103,223,106,228,1.94e-29,120,64.23
Schizosaccharomyces,KKY18500.1,45.528,123,65,1,103,223,106,228,4.06e-29,119,64.23
Schizosaccharomyces,EKG17713.1,45.528,123,65,1,103,223,34,156,1.05e-28,116,63.41
Schizosaccharomyces,KAH7046807.1,45.528,123,65,1,103,223,101,223,3.17e-28,117,63.41
Schizosaccharomyces,KKF96732.1,45.312,128,68,1,98,223,33,160,2.03e-27,112,59.38
Schizosaccharomyces,CAF9934387.1,45.528,123,65,1,103,223,112,234,3.07e-27,114,62.60
Schizosaccharomyces,CAF9934387.1,45.528,123,65,1,103,223,112,234,3.07e-27,114,62.60
Schizosaccharomyces,KAF4309762.1,45.528,123,65,1,103,223,100,222,4.60e-27,114,62.60
Schizosaccharomyces,KKA26297.1,41.615,161,87,3,70,223,81,241,5.66e-27,114,54.04
Schizosaccharomyces,KKA26297.1,41.615,161,87,3,70,223,81,241,5.66e-27,114,54.04
Schizosaccharomyces,PHH52911.1,45.312,128,68,1,98,223,151,278,1.16e-26,114,59.38
Schizosaccharomyces,KAB2576027.1,44.715,123,66,1,103,223,112,234,1.50e-26,112,63.41
Schizosaccharomyces,XP_020134348.1,36.957,184,100,3,56,223,51,234,2.07e-26,112,50.54
Schizosaccharomyces,TKA64381.1,40.541,148,74,2,78,223,92,227,2.19e-26,112,54.73
Schizosaccharomyces,KAF9485403.1,36.242,149,92,2,76,223,42,188,4.83e-26,110,57.05
Schizosaccharomyces,CEN62273.1,47.244,127,64,2,99,223,99,224,4.87e-26,111,59.84
Schizosaccharomyces,EOD46098.1,43.902,123,67,1,103,223,100,222,7.74e-26,110,62.60
Schizosaccharomyces,XP_033535951.1,44.628,121,65,1,105,223,19,139,9.57e-26,107,60.33
Schizosaccharomyces,PHH61679.1,42.975,121,67,1,105,223,110,230,1.06e-25,110,63.64
Schizosaccharomyces,KAF2089082.1,45.455,121,64,1,105,223,16,136,1.22e-25,107,58.68
Schizosaccharomyces,ROW01607.1,42.975,121,67,1,105,223,52,172,1.62e-25,108,61.98
Schizosaccharomyces,XP_007912784.1,36.025,161,89,4,65,223,17,165,2.32e-25,107,55.28
Schizosaccharomyces,XP_040717057.1,42.857,126,70,1,100,223,105,230,2.36e-25,109,58.73
Schizosaccharomyces,KUI56598.1,43.802,121,66,1,105,223,135,255,2.39e-25,110,61.98
Schizosaccharomyces,KAG9229685.1,39.695,131,77,1,95,223,112,242,2.57e-25,109,61.07
Schizosaccharomyces,XP_011117715.1,44.915,118,65,0,106,223,79,196,3.01e-25,108,61.02
Schizosaccharomyces,KAF3080945.1,45.763,118,64,0,106,223,142,259,3.18e-25,110,61.02
Schizosaccharomyces,ROW11124.1,43.802,121,66,1,105,223,141,261,3.29e-25,110,61.98
Schizosaccharomyces,XP_033405410.1,35.028,177,105,2,57,223,161,337,3.32e-25,111,53.11
Schizosaccharomyces,KAF3119789.1,45.763,118,64,0,106,223,140,257,3.35e-25,109,61.02
Schizosaccharomyces,KAF3160562.1,45.763,118,64,0,106,223,141,258,3.89e-25,109,61.02
Schizosaccharomyces,KAF2401273.1,36.464,181,91,3,55,223,71,239,4.11e-25,109,49.17
Schizosaccharomyces,KAF2234902.1,46.721,122,63,1,104,223,1,122,4.17e-25,105,59.02
Schizosaccharomyces,RVD84369.1,44.915,118,65,0,106,223,138,255,4.51e-25,109,61.02
Schizosaccharomyces,OTA56475.1,43.802,121,66,1,105,223,2,122,5.17e-25,105,57.85
Schizosaccharomyces,KAF2866782.1,47.899,119,60,1,107,223,96,214,5.43e-25,108,61.34
Schizosaccharomyces,XP_008095277.1,35.028,177,104,4,58,223,58,234,5.85e-25,108,51.41
Schizosaccharomyces,XP_041686991.1,35.052,194,93,3,63,223,44,237,5.88e-25,108,46.91
Schizosaccharomyces,ORY09099.1,41.875,160,84,3,67,223,64,217,6.09e-25,108,54.37
Schizosaccharomyces,KAH7026695.1,43.548,124,68,1,102,223,118,241,8.32e-25,108,57.26
Schizosaccharomyces,CAF9919829.1,44.167,120,65,1,106,223,130,249,8.65e-25,108,62.50
Schizosaccharomyces,XP_001239256.1,45.082,122,65,1,104,223,91,212,9.58e-25,107,59.84
Schizosaccharomyces,XP_003072188.1,45.082,122,65,1,104,223,91,212,1.02e-24,107,59.84
Schizosaccharomyces,KUI67768.1,42.975,121,67,1,105,223,135,255,1.03e-24,108,61.98
Schizosaccharomyces,KAF3291046.1,44.915,118,65,0,106,223,139,256,1.04e-24,108,61.02
Schizosaccharomyces,KAH0431615.1,42.975,121,67,1,105,223,120,240,1.06e-24,108,59.50
Schizosaccharomyces,TVY89528.1,41.085,129,74,1,97,223,60,188,1.15e-24,106,58.14
Schizosaccharomyces,KAF3309483.1,44.915,118,65,0,106,223,141,258,1.16e-24,108,61.02
Schizosaccharomyces,XP_035363054.1,44.262,122,66,1,103,222,112,233,1.19e-24,108,61.48
Schizosaccharomyces,MBE3041535.1,45.455,121,64,1,105,223,115,235,1.33e-24,107,57.85
Schizosaccharomyces,KAF5653035.1,34.536,194,94,3,63,223,44,237,1.50e-24,107,46.91
Schizosaccharomyces,XP_001912410.1,43.651,126,69,1,100,223,92,217,1.53e-24,107,58.73
Schizosaccharomyces,PHH68982.1,41.322,121,69,1,105,223,108,228,1.57e-24,107,61.16
Schizosaccharomyces,EQB57348.1,42.276,123,65,2,105,223,123,243,2.16e-24,107,59.35
Schizosaccharomyces,XP_038740842.1,40.496,121,70,1,105,223,119,239,2.36e-24,107,61.16
Schizosaccharomyces,ROW18164.1,43.802,121,66,1,105,223,138,258,2.39e-24,107,61.16
Schizosaccharomyces,POS80847.1,42.975,121,67,1,105,223,25,145,2.46e-24,104,62.81
Schizosaccharomyces,KAH6646661.1,38.037,163,83,3,65,223,15,163,2.97e-24,104,51.53
Schizosaccharomyces,KAF0323103.1,42.276,123,65,2,105,223,123,243,3.09e-24,107,59.35
Schizosaccharomyces,KAF4822376.1,42.276,123,65,2,105,223,123,243,3.13e-24,107,59.35
Schizosaccharomyces,KKY34750.1,35.948,153,92,2,77,223,21,173,3.52e-24,105,56.86
Schizosaccharomyces,KAF4877552.1,42.276,123,65,2,105,223,123,243,3.63e-24,107,59.35
Schizosaccharomyces,KAF4856094.1,42.276,123,65,2,105,223,123,243,3.70e-24,106,59.35
Schizosaccharomyces,XP_036493566.1,42.276,123,65,2,105,223,123,243,3.91e-24,106,59.35
Schizosaccharomyces,XP_031884924.1,42.276,123,65,2,105,223,123,243,4.07e-24,106,59.35
Schizosaccharomyces,KAF4890655.1,42.276,123,65,2,105,223,123,243,4.16e-24,106,59.35
Schizosaccharomyces,XP_008087851.1,43.089,123,68,1,103,223,157,279,4.44e-24,107,60.16
Schizosaccharomyces,XP_040779884.1,41.732,127,72,1,99,223,9,135,4.54e-24,103,58.27
Schizosaccharomyces,TRX88076.1,36.416,173,98,3,63,223,60,232,4.62e-24,106,51.45
Schizosaccharomyces,XP_007776751.1,46.281,121,63,1,105,223,117,237,4.96e-24,106,59.50
Schizosaccharomyces,XP_037175968.1,42.276,123,65,2,105,223,123,243,5.09e-24,106,58.54
Schizosaccharomyces,XP_031874849.1,43.802,121,66,1,105,223,133,253,5.45e-24,106,60.33
Schizosaccharomyces,KYG49050.1,45.161,124,63,2,105,223,8,131,5.48e-24,103,58.06
Schizosaccharomyces,XP_044650672.1,39.869,153,81,4,73,223,106,249,5.50e-24,106,58.17
Schizosaccharomyces,XP_033603999.1,36.158,177,101,5,58,223,71,246,5.67e-24,106,53.67
Schizosaccharomyces,OCK76461.1,47.059,119,61,1,107,223,24,142,6.13e-24,103,58.82
Schizosaccharomyces,KAA8634631.1,34.463,177,105,3,57,223,33,208,6.71e-24,105,52.54
Schizosaccharomyces,RDW89063.1,43.802,121,66,1,105,223,118,238,7.19e-24,105,61.16
Schizosaccharomyces,KAF4913282.1,42.276,123,65,2,105,223,123,243,7.52e-24,105,58.54
Schizosaccharomyces,TVY17754.1,41.085,129,74,1,97,223,128,256,7.64e-24,106,58.14
Schizosaccharomyces,KAF2735223.1,46.218,119,62,1,107,223,111,229,7.90e-24,105,60.50
Schizosaccharomyces,KLO86875.1,34.536,194,94,3,63,223,44,237,7.97e-24,105,46.39
Schizosaccharomyces,XP_006695968.1,42.149,121,68,1,105,223,125,245,8.03e-24,105,61.16
Schizosaccharomyces,XP_023430903.1,34.536,194,94,3,63,223,44,237,8.06e-24,105,46.39
Schizosaccharomyces,KMM71509.1,45.082,122,65,1,104,223,170,291,8.23e-24,107,59.84
Schizosaccharomyces,KAA8914827.1,45.763,118,64,0,106,223,64,181,8.66e-24,104,60.17
Schizosaccharomyces,KAF5980794.1,34.021,194,95,3,63,223,44,237,8.68e-24,105,46.91
Schizosaccharomyces,OAK98753.1,47.458,118,60,1,108,223,98,215,9.10e-24,105,60.17
Schizosaccharomyces,XP_003656370.1,42.975,121,67,1,105,223,98,218,9.26e-24,105,60.33
Schizosaccharomyces,XP_031016559.1,38.816,152,88,2,74,223,81,229,9.34e-24,105,55.26
Schizosaccharomyces,OTB02466.1,43.802,121,66,1,105,223,106,226,9.61e-24,105,57.02
Schizosaccharomyces,XP_036534481.1,34.021,194,95,3,63,223,44,237,1.01e-23,105,46.91
Schizosaccharomyces,KAF4832522.1,41.463,123,66,2,105,223,123,243,1.03e-23,105,59.35
Schizosaccharomyces,KXJ91824.1,41.935,124,70,1,102,223,115,238,1.09e-23,105,56.45
Schizosaccharomyces,KAF5656800.1,34.021,194,95,3,63,223,44,237,1.11e-23,105,46.91
Mitosporidium,MAQ59369.1,40.000,110,66,0,85,194,34,143,5.61e-17,84.7,55.45
Mitosporidium,EPZ34744.1,37.500,112,68,1,85,194,39,150,7.60e-17,84.3,58.93
Mitosporidium,OGI69187.1,38.532,109,67,0,86,194,6,114,1.13e-16,82.8,55.05
Mitosporidium,XP_002165471.2,37.121,132,81,2,63,194,44,173,1.58e-16,84.3,53.79
Mitosporidium,MAZ56689.1,41.284,109,64,0,86,194,35,143,2.04e-16,83.2,55.96
Mitosporidium,PJE69135.1,35.345,116,75,0,79,194,1,116,3.40e-16,81.6,55.17
Mitosporidium,OHB24449.1,39.450,109,66,0,86,194,6,114,5.28e-16,81.3,56.88
Mitosporidium,MAZ29981.1,39.450,109,66,0,86,194,35,143,5.79e-16,82.0,55.05
Mitosporidium,OYV84188.1,40.367,109,65,0,86,194,36,144,7.35e-16,81.6,55.05
Mitosporidium,OGD41520.1,35.455,110,71,0,85,194,12,121,7.52e-16,80.9,56.36
Mitosporidium,MCA9363567.1,40.000,110,66,0,85,194,34,143,8.68e-16,81.6,54.55
Mitosporidium,OGD43161.1,36.364,110,70,0,85,194,6,115,9.25e-16,80.5,56.36
Mitosporidium,MBI2626017.1,35.455,110,71,0,85,194,42,151,1.04e-15,81.6,57.27
Mitosporidium,PVD19536.1,40.351,114,68,0,81,194,43,156,1.19e-15,81.6,56.14
Mitosporidium,KKS35819.1,36.800,125,73,1,76,194,20,144,1.25e-15,81.3,53.60
Mitosporidium,KND49628.1,40.367,109,65,0,86,194,36,144,1.35e-15,80.9,55.05
Mitosporidium,OGZ96860.1,40.187,107,64,0,88,194,38,144,1.52e-15,80.9,56.07
Mitosporidium,OGZ94678.1,38.318,107,66,0,88,194,14,120,1.58e-15,80.1,56.07
Mitosporidium,MBI4919971.1,36.364,110,70,0,85,194,42,151,2.13e-15,80.5,53.64
Mitosporidium,MCA9359436.1,39.091,110,67,0,85,194,34,143,2.26e-15,80.5,54.55
Mitosporidium,KKR85274.1,35.455,110,71,0,85,194,42,151,2.55e-15,80.5,56.36
Mitosporidium,OHB15959.1,40.367,109,65,0,86,194,2,110,2.83e-15,79.3,54.13
Mitosporidium,OGZ26708.1,37.273,110,69,0,85,194,8,117,2.84e-15,79.3,55.45
Mitosporidium,MCA9355830.1,37.615,109,68,0,86,194,35,143,3.11e-15,80.1,55.05
Mitosporidium,OGC44316.1,38.318,107,66,0,88,194,17,123,3.57e-15,79.3,51.40
Mitosporidium,XP_031572022.1,32.558,172,109,3,27,194,29,197,3.72e-15,81.3,46.51
Mitosporidium,MBB68071.1,37.838,111,68,1,85,194,10,120,3.92e-15,79.0,60.36
Mitosporidium,KKW21354.1,38.318,107,66,0,88,194,38,144,4.43e-15,79.7,56.07
Mitosporidium,MBP9842479.1,39.091,110,67,0,85,194,34,143,4.47e-15,79.7,52.73
Mitosporidium,MBI4038272.1,36.364,110,70,0,85,194,20,129,4.67e-15,79.3,53.64
Mitosporidium,OGM04758.1,33.636,110,73,0,85,194,12,121,5.14e-15,79.0,55.45
Mitosporidium,KKS44367.1,36.364,110,70,0,85,194,62,171,5.18e-15,80.1,56.36
Mitosporidium,OGG39602.1,40.909,110,65,0,85,194,27,136,5.34e-15,79.3,55.45
Mitosporidium,XP_025078313.1,40.351,114,68,0,81,194,98,211,5.40e-15,81.3,56.14
Mitosporidium,PIR44835.1,37.615,109,68,0,86,194,36,144,5.48e-15,79.3,55.05
Mitosporidium,HCB22652.1,35.455,110,71,0,85,194,11,120,7.19e-15,78.6,52.73
Mitosporidium,OGG42026.1,36.364,110,70,0,85,194,20,129,7.63e-15,78.6,56.36
Mitosporidium,OGZ97263.1,38.532,109,67,0,86,194,9,117,7.65e-15,78.2,55.96
Mitosporidium,KKQ78412.1,35.455,110,71,0,85,194,21,130,7.74e-15,78.6,52.73
Mitosporidium,HBQ50977.1,35.455,110,71,0,85,194,22,131,7.94e-15,78.6,52.73
Mitosporidium,MCA9367716.1,41.284,109,64,0,86,194,35,143,8.18e-15,79.0,54.13
Mitosporidium,HFC10669.1,39.450,109,66,0,86,194,36,144,8.66e-15,79.0,53.21
Mitosporidium,MBI4036966.1,35.455,110,71,0,85,194,30,139,9.38e-15,78.6,53.64
Mitosporidium,MBI2642158.1,35.455,110,71,0,85,194,32,141,9.85e-15,78.6,52.73
Mitosporidium,OGE72934.1,35.455,110,71,0,85,194,14,123,9.92e-15,78.2,52.73
Mitosporidium,PIT96765.1,39.450,109,66,0,86,194,36,144,1.00e-14,78.6,56.88
Mitosporidium,MBU0722823.1,37.615,109,68,0,86,194,36,144,1.03e-14,78.6,56.88
Mitosporidium,XP_032228537.1,37.838,111,69,0,84,194,68,178,1.11e-14,79.3,54.95
Mitosporidium,MBT3282557.1,39.450,109,66,0,86,194,36,144,1.13e-14,78.6,55.05
Mitosporidium,OHA14888.1,38.532,109,67,0,86,194,9,117,1.17e-14,77.8,55.96
Mitosporidium,MCA9360359.1,38.182,110,68,0,85,194,34,143,1.17e-14,78.6,54.55
Mitosporidium,OHA17816.1,33.945,109,72,0,86,194,6,114,1.22e-14,77.8,57.80
Mitosporidium,MAV33764.1,37.615,109,68,0,86,194,12,120,1.24e-14,77.8,57.80
Mitosporidium,OGG48595.1,40.367,109,65,0,86,194,36,144,1.30e-14,78.6,54.13
Mitosporidium,OGZ94456.1,34.579,107,70,0,88,194,4,110,1.36e-14,77.4,57.01
Mitosporidium,XP_029948333.1,38.739,111,68,0,84,194,80,190,1.44e-14,79.3,54.05
Mitosporidium,OGD85742.1,37.500,112,70,0,83,194,17,128,1.45e-14,77.8,54.46
Mitosporidium,NCN52526.1,35.664,143,84,2,58,194,3,143,1.47e-14,78.2,51.05
Mitosporidium,XP_020904818.1,39.091,110,67,0,84,193,86,195,1.49e-14,79.7,53.64
Mitosporidium,MCA9356881.1,39.091,110,67,0,85,194,34,143,1.50e-14,78.2,53.64
Mitosporidium,OGI83555.1,36.364,110,70,0,85,194,5,114,1.52e-14,77.4,55.45
Mitosporidium,OGZ73613.1,35.455,110,71,0,85,194,27,136,1.58e-14,77.8,56.36
Mitosporidium,OGD92518.1,35.652,115,74,0,80,194,21,135,1.77e-14,77.8,50.43
Mitosporidium,OGY69654.1,35.780,109,70,0,86,194,26,134,1.82e-14,77.8,53.21
Mitosporidium,MBI4035497.1,35.714,112,72,0,83,194,20,131,1.84e-14,77.8,53.57
Mitosporidium,OGI72183.1,37.615,109,68,0,86,194,34,142,1.89e-14,77.8,55.05
Mitosporidium,MCA9353976.1,37.273,110,69,0,85,194,28,137,1.90e-14,77.8,53.64
Mitosporidium,MBU1178885.1,37.615,109,68,0,86,194,36,144,1.90e-14,78.2,55.05
Mitosporidium,OGG60311.1,37.383,107,67,0,88,194,10,116,1.90e-14,77.0,53.27
Mitosporidium,MBU2544867.1,35.455,110,71,0,85,194,40,149,1.92e-14,78.2,54.55
Mitosporidium,OHA33079.1,37.615,109,68,0,86,194,6,114,2.26e-14,77.0,55.05
Mitosporidium,OGG46918.1,40.367,109,65,0,86,194,2,110,2.29e-14,76.6,53.21
Mitosporidium,WP_161931698.1,36.364,121,77,0,73,193,19,139,2.30e-14,77.8,52.07
Mitosporidium,OQA82619.1,36.364,121,77,0,73,193,19,139,2.30e-14,77.8,52.07
Mitosporidium,MBI2618442.1,40.367,109,65,0,86,194,36,144,2.32e-14,77.8,53.21
Mitosporidium,OGZ24772.1,39.091,110,67,0,85,194,22,131,2.42e-14,77.4,55.45
Mitosporidium,MBP9759794.1,37.615,109,68,0,86,194,36,144,2.45e-14,77.8,56.88
